name,title,start,Complete,Duration,cost,variance,planned,actual,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.1546,0,0.1546,0.1546,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.1546,0,0.1546,0.1546,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.1546,0,0.1546,0.1546,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.1342,0,0.1342,0.1342,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.1546,0,0.1546,0.1546,,,,,,,,,
Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,2011,2012,628,0.940374,0,0.940374,0.940374,,,,,,,,,
Environmental Protection Agency,ECMS - Enterprise Content Management System,2010,2016,2117,2.33,27.98,1.015,0.731,,,,,,,,,
Environmental Protection Agency,FinRS - Financial Replacement System,2008,2012,1724,92.02,2.98,8.76,8.499,,,,,,,,,
Environmental Protection Agency,FinRS - Financial Replacement System,2011,2014,1344,28.88,0,10.338,10.338,,,,,,,,,
Environmental Protection Agency,ICIS - Integrated Compliance Information System,2011,2012,628,6.913,-0.22,6.913,6.928,,,,,,,,,
Environmental Protection Agency,ICIS - Integrated Compliance Information System,2011,2012,628,1.099,0,1.099,1.099,,,,,,,,,
Environmental Protection Agency,ICIS - Integrated Compliance Information System,2011,2012,628,0.953,-6.61,0.953,1.016,,,,,,,,,
Environmental Protection Agency,ICIS - Integrated Compliance Information System,2011,2012,628,1.2,0,1.2,1.2,,,,,,,,,
Environmental Protection Agency,ICIS - Integrated Compliance Information System,2011,2012,628,1.671,0,0.503,0.503,,,,,,,,,
Environmental Protection Agency,SEMS - Superfund Enterprise Management System,2011,2013,839,4.376594,-8.53,2.307025,2.503797,,,,,,,,,
Environmental Protection Agency,SEMS - Superfund Enterprise Management System,2011,2013,993,6.914,0,2.822001,2.822001,,,,,,,,,
Environmental Protection Agency,SEMS - Superfund Enterprise Management System,2011,2013,993,5.287114,-6.78,4.630506,4.944503,,,,,,,,,
Environmental Protection Agency,eRulemaking,2011,2012,628,1.23,9.22,1.23,1.116605,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2013,1268,9.109222,5.56,7.951419,7.509134,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2012,901,3.489873,19.8,3.489873,2.798826,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2013,1117,80.567407,0.48,72.441127,72.092036,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2014,1723,142.149761,29.17,27.942732,19.7913,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2014,1723,104.430457,1.62,17.707637,17.420569,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2011,2013,993,5.939655,0,5.939655,5.939655,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2014,1723,23.028607,14.5,21.649915,18.510677,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2013,1328,13.947928,0.56,10.200066,10.142716,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2013,1358,3.432272,10.65,1.909765,1.706301,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2013,1358,6.775212,3.81,4.205439,4.045277,,,,,,,,,
Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),2010,2013,1117,11.04198,9.71,8.718683,7.87199,,,,,,,,,
Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),2005,2012,2814,20.97,54.7,1.92395,0.8715,,,,,,,,,
Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),2009,2012,1366,0.6,0,0.42,0.42,,,,,,,,,
Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),2010,2012,993,3.45,0,1.75,1.75,,,,,,,,,
Department of Transportation,FAAXX032: Terminal Automation Replacement System (STARS),2011,2012,404,5.921,0,5.921,5.921,,,,,,,,,
Department of Transportation,FAAXX032: Terminal Automation Replacement System (STARS),2011,2012,503,2.759,0,2.759,2.759,,,,,,,,,
Department of Transportation,FAAXX032: Terminal Automation Replacement System (STARS),2011,2011,-104,3.423,0,3.423,3.423,,,,,,,,,
Department of Transportation,FAAXX032: Terminal Automation Replacement System (STARS),2011,2012,631,46.32,0,46.32,46.32,,,,,,,,,
Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),2011,2011,269,1.027,-9.83,1.027,1.128,,,,,,,,,
Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),2011,2011,328,3.353,2.74,3.353,3.261,,,,,,,,,
Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),2011,2014,1362,5.31,44.64,0.242,0.133978,,,,,,,,,
Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),2012,2013,541,0.25,0,0.178478,0.178478,,,,,,,,,
Department of Transportation,FAAXX155: Next Generation Air/Ground Communications  (NEXCOM) Segment 1a,2011,2011,265,8,6.25,8,7.5,,,,,,,,,
Department of Transportation,FAAXX155: Next Generation Air/Ground Communications  (NEXCOM) Segment 1a,2011,2012,628,28.088267,7.7,28.088266,25.925296,,,,,,,,,
Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,2007,2012,1995,4.276,0.87,0.096,0.095161,,,,,,,,,
Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,2008,2014,2460,6,-1.18,1.539,1.557162,,,,,,,,,
Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,2010,2014,1554,6.54,0.04,4.685,4.683,,,,,,,,,
Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,2010,2013,1029,2.387,4.92,2.387,2.2695,,,,,,,,,
Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,2010,2013,1197,2.171,-3.25,1.274,1.315375,,,,,,,,,
Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,2006,2012,2454,53.709,0,10.96,10.96,,,,,,,,,
Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,2011,2014,1358,1,-10,0.25,0.275,,,,,,,,,
Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,2010,2011,555,3.674,-4.18,0.287,0.299,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2010,2011,627,10.233,0,10.233,10.233,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2009,2011,999,7,-2.74,4.38,4.5,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2011,2012,634,20.08,3.34,20.08,19.41,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2010,2013,1364,19.11,0,2.52,2.52,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2011,2012,628,9.68,0,9.68,9.68,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2010,2013,1450,2.16,0,1.01,1.01,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2009,2013,1638,10.66,-36.36,7.81,10.65,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2010,2013,1358,21.31,0,16.3,16.3,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2010,2013,1358,1.603,0,0.81,0.81,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2011,2013,755,1.07,0,1.07,1.07,,,,,,,,,
Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),2011,2012,631,1.33,0,1.33,1.33,,,,,,,,,
Department of Transportation,FAAXX216: Weather and Radar Processor (WARP),2011,2012,635,18.214,0.01,18.214,18.212445,,,,,,,,,
Department of Transportation,FAAXX216: Weather and Radar Processor (WARP),2011,2012,289,0.115,0,0.115,0.115,,,,,,,,,
Department of Transportation,FAAXX216: Weather and Radar Processor (WARP),2011,2012,289,0.65,0,0.65,0.65,,,,,,,,,
Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),2010,2016,2454,32.4,25,8,6,,,,,,,,,
Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),2008,2015,2727,20.9,0,3.875,3.875,,,,,,,,,
Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),2011,2015,1646,13.4,0,0.5,0.5,,,,,,,,,
Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),2011,2013,1000,5.6,0,0.495,0.495,,,,,,,,,
Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),2007,2011,1657,13.2,0,0.105,0.105,,,,,,,,,
Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),2011,2012,631,1.353684,0,1.353684,1.353684,,,,,,,,,
Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),2011,2016,2089,44.6,0,2.37,2.37,,,,,,,,,
Department of Transportation,FAAXX294: ATC Beacon Interrogator Replacement (ATCBI-6),2011,2011,358,0.45,0,0.45,0.45,,,,,,,,,
Department of Transportation,FAAXX294: ATC Beacon Interrogator Replacement (ATCBI-6),2012,2012,184,0.5,0,0.5,0.5,,,,,,,,,
Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),2010,2012,843,7.416827,-1.93,5.860488,5.973587,,,,,,,,,
Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),2010,2012,992,7.148947,-6.61,7.148947,7.621442,,,,,,,,,
Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),2011,2013,813,6.853979,0,4.40426,4.40426,,,,,,,,,
Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),2012,2013,607,5.504064,0,2.293971,2.293971,,,,,,,,,
Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),2012,2014,756,5.198326,0,2.12438,2.12438,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2010,2012,908,23.55,7.5,16.928,15.659,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2010,2013,883,4.668,-3.49,4.157,4.302,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2011,2013,899,5.13,29.85,4.104,2.879,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2010,2011,456,2.87,0,0.74,0.74,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2011,2011,251,0.791,0,0.791,0.791,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2011,2012,396,0.873,-0.23,0.873,0.875,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2011,2012,392,0.59,5.76,0.347,0.327,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2011,2012,267,0.491,14.87,0.491,0.418,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2011,2013,485,7.473,15.58,5.48,4.626,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2011,2013,983,1.587,2.52,0.476,0.464,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2012,2014,743,6.245,41.95,1.249,0.725,,,,,,,,,
Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),2010,2014,1522,28.759,-1.6,4.314,4.383,,,,,,,,,
Department of Transportation,FAAXX610: Aviation Safety Knowledge Management (ASKME/AVS),2006,2015,3109,6.379,-24.66,2.064,2.573,,,,,,,,,
Department of Transportation,FAAXX610: Aviation Safety Knowledge Management (ASKME/AVS),2009,2011,756,4.772,0,3.789,3.789,,,,,,,,,
Department of Transportation,FAAXX610: Aviation Safety Knowledge Management (ASKME/AVS),2008,2010,742,1.238,10.44,0.68,0.609,,,,,,,,,
Department of Transportation,FAAXX610: Aviation Safety Knowledge Management (ASKME/AVS),2010,2012,772,1.575,3.78,0.979,0.942,,,,,,,,,
Department of Transportation,FAAXX610: Aviation Safety Knowledge Management (ASKME/AVS),2010,2012,833,10.094,2.92,7.328,7.114,,,,,,,,,
Department of Transportation,FAAXX610: Aviation Safety Knowledge Management (ASKME/AVS),2011,2013,779,2.985,10.99,2.985,2.657,,,,,,,,,
Department of Transportation,FAAXX610: Aviation Safety Knowledge Management (ASKME/AVS),2011,2013,833,6.194,29.83,4.535,3.182,,,,,,,,,
Department of Transportation,FAAXX705: Traffic Flow Management (TFM),2011,2011,300,6.21,1.58,6.21,6.112,,,,,,,,,
Department of Transportation,FAAXX705: Traffic Flow Management (TFM),2011,2012,237,3.641,-0.58,3.641,3.662,,,,,,,,,
Department of Transportation,FAAXX705: Traffic Flow Management (TFM),2011,2012,473,4.568,0.35,4.568,4.552,,,,,,,,,
Department of Transportation,FAAXX705: Traffic Flow Management (TFM),2012,2015,1279,32.67,0,1.634,1.634,,,,,,,,,
Department of Transportation,FAAXX703: System Wide Information Management (SWIM),2011,2017,2457,26,0,1.155,1.155,,,,,,,,,
Department of Transportation,FAAXX703: System Wide Information Management (SWIM),2011,2017,2457,246,0,32.85,32.85,,,,,,,,,
Department of Transportation,FAAXX703: System Wide Information Management (SWIM),2009,2014,2000,22,0,0.5,0.5,,,,,,,,,
Department of Transportation,FAAXX703: System Wide Information Management (SWIM),2008,2012,1632,3,0,0.4,0.4,,,,,,,,,
Department of Transportation,FAAXX703: System Wide Information Management (SWIM),2009,2015,2148,27,0,7.2,7.2,,,,,,,,,
Department of Transportation,FAAXX703: System Wide Information Management (SWIM),2008,2015,2633,111,0,0.669,0.669,,,,,,,,,
Department of Transportation,FAAXX612: System Approach for Safety Oversight (SASO/AVS),2010,2012,751,11.075,0.89,2.2,2.18048,,,,,,,,,
Department of Transportation,FAAXX612: System Approach for Safety Oversight (SASO/AVS),2011,2013,820,17.515,-19.48,12.215,14.594,,,,,,,,,
Department of Transportation,FAAXX612: System Approach for Safety Oversight (SASO/AVS),2011,2013,993,9.5,18.6,5,4.07,,,,,,,,,
Department of Transportation,FAAXX612: System Approach for Safety Oversight (SASO/AVS),2012,2013,630,7.5,0,0.5,0.5,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2007,2012,1800,8.375249,-21.51,6.42,7.801,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2007,2012,1929,10.711439,-4.08,2.018669,2.101,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2006,2013,2479,8.36596,-5.76,2.384877,2.5222,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2012,1691,6.593198,-14.83,4.718453,5.418255,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2012,1693,11.902777,-3.74,11.52772,11.958291,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2007,2012,1831,9.401802,0.31,1.462152,1.457638,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2012,1691,4.955238,-41.96,3.027898,4.298487,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2012,1691,5.971,0.58,1.613174,1.603866,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2012,1735,5.854571,2.19,5.651007,5.527039,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2013,1909,4.953508,-33.58,1.843805,2.4629,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2014,2093,5.685,66.39,4.508,1.515,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2014,2252,6.061,0,5.75,5.75,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2016,3134,7.317,0,0.815237,0.815237,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2014,2252,7.346,0,7.346,7.346,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2015,2756,10.789,0,0.85988,0.85988,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2014,2313,6.424,-12,5.816221,6.514221,,,,,,,,,
Department of Transportation,FAAXX709: Runway Status Lights (RWSL),2008,2016,3059,6.2,0,0.85,0.85,,,,,,,,,
Department of Transportation,FAAXX710: Regulation and Certification Infrastructure for System Safety (RCISS/AVS),2011,2012,567,3.57573,1.4,3.57573,3.52573,,,,,,,,,
Department of Transportation,FAAXX710: Regulation and Certification Infrastructure for System Safety (RCISS/AVS),2011,2012,567,1.721284,4.65,1.721284,1.641284,,,,,,,,,
